date,gold_price,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price_after_1_day
2022-08-01,1777.6,105.45,93.89,2.588,2.33,2.51,1779.7
2022-08-02,1779.7,106.24,94.42,2.748,2.33,2.48,1766.1
2022-08-03,1766.1,106.51,90.66,2.706,2.33,2.5,1796.2
2022-08-04,1796.2,105.69,88.54,2.694,2.33,2.46,1780.5
2022-08-05,1780.5,106.62,89.01,2.827,2.33,2.46,1794.3
2022-08-08,1794.3,106.43,90.76,2.75,2.33,2.48,1801.5
2022-08-09,1801.5,106.37,90.5,2.779,2.33,2.47,1803.3
2022-08-10,1803.3,105.2,91.93,2.785,2.33,2.43,1796.8
2022-08-11,1796.8,105.09,94.34,2.889,2.33,2.47,1805.2
2022-08-12,1805.2,105.63,92.09,2.842,2.33,2.47,1787.9
2022-08-15,1787.9,106.55,89.41,2.793,2.33,2.44,1779.4
2022-08-16,1779.4,106.5,86.53,2.808,2.33,2.44,1766.5
2022-08-17,1766.5,106.57,88.11,2.902,2.33,2.46,1761.1
2022-08-18,1761.1,107.48,90.5,2.886,2.33,2.52,1753.0
2022-08-19,1753.0,108.17,90.77,2.976,2.33,2.55,1738.6
2022-08-22,1738.6,109.05,90.23,3.024,2.33,2.57,1751.5
2022-08-23,1751.5,108.62,93.74,3.057,2.33,2.58,1752.0
2022-08-24,1752.0,108.68,94.89,3.109,2.33,2.62,1761.8
2022-08-25,1761.8,108.47,92.52,3.031,2.33,2.6,1740.6
2022-08-26,1740.6,108.8,93.06,3.03,2.33,2.57,1740.5
2022-08-29,1740.5,108.83,97.01,3.114,2.33,2.58,1731.6
2022-08-30,1731.6,108.77,91.64,3.112,2.33,2.55,1721.4
2022-08-31,1721.4,108.7,89.55,3.196,2.33,2.48,1704.4
2022-09-01,1704.4,109.69,86.61,3.259,2.33,2.45,1717.7
2022-09-02,1717.7,109.53,86.87,3.195,2.33,2.47,1712.9
2022-09-06,1707.9,110.21,86.88,3.351,2.33,2.48,1722.8
2022-09-07,1722.8,109.84,81.94,3.267,2.33,2.45,1715.3
2022-09-08,1715.3,109.71,83.54,3.323,2.33,2.41,1723.6
2022-09-09,1723.6,109.0,86.79,3.315,2.33,2.42,1735.6
2022-09-12,1735.6,108.33,87.78,3.358,2.33,2.42,1712.0
2022-09-13,1712.0,109.82,87.31,3.412,2.33,2.44,1703.2
2022-09-14,1703.2,109.66,88.48,3.404,2.33,2.46,1671.4
2022-09-15,1671.4,109.74,85.1,3.449,2.33,2.43,1677.9
2022-09-16,1677.9,109.76,85.11,3.455,2.33,2.38,1672.6
2022-09-19,1672.6,109.74,85.73,3.494,2.33,2.34,1665.7
2022-09-20,1665.7,110.21,84.45,3.569,2.33,2.4,1670.5
2022-09-21,1670.5,110.64,82.94,3.534,2.33,2.38,1676.1
2022-09-22,1676.1,111.35,83.49,3.71,3.08,2.41,1650.0
2022-09-23,1650.0,113.19,78.74,3.687,3.08,2.37,1628.2
2022-09-26,1628.2,114.1,76.71,3.928,3.08,2.32,1631.1
2022-09-27,1631.1,114.11,78.5,3.949,3.08,2.33,1665.1
2022-09-28,1665.1,112.6,82.15,3.737,3.08,2.33,1668.6
2022-09-29,1668.6,112.25,81.23,3.782,3.08,2.19,1672.0
2022-09-30,1672.0,112.12,79.49,3.829,3.08,2.15,1702.0
2022-10-03,1702.0,111.75,83.63,3.643,3.08,2.24,1730.5
2022-10-04,1730.5,110.07,86.52,3.635,3.08,2.24,1720.8
2022-10-05,1720.8,111.07,87.76,3.755,3.08,2.22,1720.8
2022-10-06,1720.8,112.26,88.45,3.828,3.08,2.22,1709.3
2022-10-07,1709.3,112.79,92.64,3.888,3.08,2.27,1675.2
2022-10-11,1686.0,113.22,89.35,3.945,3.08,2.31,1677.5
2022-10-12,1677.5,113.32,87.27,3.902,3.08,2.29,1677.0
2022-10-13,1677.0,112.36,89.11,3.95,3.08,2.34,1648.9
2022-10-14,1648.9,113.31,85.61,4.023,3.08,2.41,1664.0
2022-10-17,1664.0,112.04,85.46,4.012,3.08,2.45,1655.8
2022-10-18,1655.8,112.13,82.82,4.007,3.08,2.41,1634.2
2022-10-19,1634.2,112.98,85.55,4.138,3.08,2.42,1636.8
2022-10-20,1636.8,112.88,85.98,4.233,3.08,2.51,1656.3
2022-10-21,1656.3,112.01,85.05,4.219,3.08,2.52,1654.1
2022-10-24,1654.1,111.99,84.58,4.247,3.08,2.59,1658.0
2022-10-25,1658.0,110.95,85.32,4.1,3.08,2.51,1669.2
2022-10-26,1669.2,109.7,87.91,4.007,3.08,2.44,1665.6
2022-10-27,1665.6,110.59,89.08,3.927,3.08,2.45,1650.0
2022-10-28,1650.0,110.75,87.9,4.01,3.08,2.51,1647.4
2022-10-31,1647.4,111.53,86.53,4.05,3.08,2.52,1656.9
2022-11-01,1656.9,111.48,88.37,4.048,3.08,2.51,1656.9
2022-11-02,1656.9,111.35,90.0,4.096,3.08,2.53,1637.8
2022-11-03,1637.8,112.93,88.17,4.149,3.83,2.4,1683.6
2022-11-04,1683.6,110.88,92.61,4.163,3.83,2.48,1687.6
2022-11-07,1687.6,110.12,91.79,4.218,3.83,2.53,1723.1
2022-11-08,1723.1,109.64,88.91,4.128,3.83,2.5,1721.0
2022-11-09,1721.0,110.55,85.83,4.099,3.83,2.42,1761.0
2022-11-10,1761.0,108.21,86.47,3.811,3.83,2.39,1776.6
2022-11-14,1784.0,106.66,85.87,3.863,3.83,2.37,1784.2
2022-11-15,1784.2,106.4,86.92,3.777,3.83,2.35,1783.5
2022-11-16,1783.5,106.28,85.59,3.69,3.83,2.29,1770.6
2022-11-17,1770.6,106.69,81.64,3.769,3.83,2.28,1762.0
2022-11-18,1762.0,106.93,80.08,3.829,3.83,2.25,1747.3
2022-11-21,1747.3,107.83,79.73,3.84,3.83,2.31,1747.6
2022-11-22,1747.6,107.22,80.95,3.758,3.83,2.32,1753.3
2022-11-23,1753.3,106.08,77.94,3.689,3.83,2.32,1754.0
2022-11-25,1761.8,105.96,76.28,3.691,3.83,2.32,1748.1
2022-11-28,1748.1,106.68,77.24,3.679,3.83,2.26,1763.7
2022-11-29,1763.7,106.82,78.2,3.75,3.83,2.25,1759.9
2022-11-30,1759.9,105.95,80.55,3.611,3.83,2.34,1815.2
2022-12-01,1815.2,104.73,81.22,3.51,3.83,2.36,1809.6
2022-12-02,1809.6,104.54,79.98,3.492,3.83,2.43,1781.3
2022-12-05,1781.3,105.29,76.93,3.583,3.83,2.39,1782.4
2022-12-06,1782.4,105.58,74.25,3.531,3.83,2.31,1798.0
2022-12-07,1798.0,105.1,72.01,3.421,3.83,2.26,1801.5
2022-12-08,1801.5,104.77,71.46,3.489,3.83,2.28,1810.7
2022-12-09,1810.7,104.81,71.02,3.586,3.83,2.26,1792.3
2022-12-12,1792.3,105.13,73.17,3.617,3.83,2.28,1825.5
2022-12-13,1825.5,103.98,75.39,3.501,3.83,2.24,1818.7
2022-12-14,1818.7,103.77,77.28,3.479,3.83,2.19,1787.8
2022-12-15,1787.8,104.56,76.11,3.45,4.33,2.16,1800.2
2022-12-16,1800.2,104.7,74.29,3.488,4.33,2.13,1797.7
2022-12-19,1797.7,104.72,75.19,3.59,4.33,2.15,1825.4
2022-12-20,1825.4,103.96,76.09,3.692,4.33,2.24,1825.4
2022-12-21,1825.4,104.16,78.29,3.673,4.33,2.27,1795.3
2022-12-22,1795.3,104.43,77.49,3.686,4.33,2.19,1804.2
2022-12-23,1804.2,104.31,79.56,3.751,4.33,2.2,1810.0
2022-12-27,1823.1,104.18,79.53,3.849,4.33,2.26,1815.8
2022-12-28,1815.8,104.46,78.96,3.886,4.33,2.28,1833.0
2022-12-29,1833.0,103.84,78.4,3.82,4.33,2.27,1833.7
2022-12-30,1833.7,103.52,80.26,3.879,4.33,2.3,1850.1
2023-01-03,1853.5,104.52,76.93,3.752,4.33,2.26,1866.5
2023-01-04,1866.5,104.25,72.84,3.69,4.33,2.22,1848.2
2023-01-05,1848.2,105.04,73.67,3.722,4.33,2.22,1876.9
2023-01-06,1876.9,103.88,73.77,3.56,4.33,2.21,1885.3
2023-01-09,1885.3,103.0,74.63,3.527,4.33,2.22,1884.3
2023-01-10,1884.3,103.24,75.12,3.615,4.33,2.24,1886.4
2023-01-11,1886.4,103.19,77.41,3.543,4.33,2.23,1906.2
2023-01-12,1906.2,102.25,78.39,3.444,4.33,2.21,1929.1
2023-01-13,1929.1,102.2,79.86,3.498,4.33,2.18,1909.9
2023-01-17,1917.6,102.39,80.18,3.549,4.33,2.17,1914.6
2023-01-18,1914.6,102.36,79.48,3.373,4.33,2.12,1931.4
2023-01-19,1931.4,102.06,80.33,3.399,4.33,2.2,1935.8
2023-01-20,1935.8,102.01,81.31,3.482,4.33,2.23,1936.2
2023-01-23,1936.2,102.14,81.62,3.521,4.33,2.28,1943.1
2023-01-24,1943.1,101.92,80.13,3.455,4.33,2.27,1950.3
2023-01-25,1950.3,101.64,80.15,3.451,4.33,2.29,1937.6
2023-01-26,1937.6,101.84,81.01,3.506,4.33,2.33,1936.6
2023-01-27,1936.6,101.93,79.68,3.507,4.33,2.33,1939.2
2023-01-30,1939.2,102.28,77.9,3.542,4.33,2.29,1945.3
2023-01-31,1945.3,102.1,78.87,3.51,4.33,2.24,1942.8
2023-02-01,1942.8,101.22,76.41,3.417,4.33,2.25,1930.8
2023-02-02,1930.8,101.75,75.88,3.402,4.58,2.22,1876.6
2023-02-03,1876.6,102.92,73.39,3.519,4.58,2.22,1879.5
2023-02-06,1879.5,103.62,74.11,3.644,4.58,2.25,1884.8
2023-02-07,1884.8,103.43,77.14,3.679,4.58,2.31,1890.7
2023-02-08,1890.7,103.41,78.47,3.615,4.58,2.34,1878.5
2023-02-09,1878.5,103.22,78.06,3.664,4.57,2.33,1874.5
2023-02-10,1874.5,103.63,79.72,3.743,4.58,2.33,1863.5
2023-02-13,1863.5,103.35,80.14,3.704,4.58,2.31,1865.4
2023-02-14,1865.4,103.23,79.06,3.753,4.58,2.31,1845.3
2023-02-15,1845.3,103.92,78.59,3.803,4.58,2.35,1851.8
2023-02-16,1851.8,103.86,78.49,3.863,4.58,2.37,1850.2
2023-02-17,1850.2,103.86,76.34,3.817,4.58,2.36,1842.5
2023-02-21,1842.5,104.18,76.16,3.954,4.58,2.42,1841.5
2023-02-22,1841.5,104.58,73.95,3.927,4.58,2.41,1826.8
2023-02-23,1826.8,104.6,75.39,3.89,4.58,2.39,1817.1
2023-02-24,1817.1,105.21,76.32,3.947,4.58,2.38,1832.8
2023-02-27,1832.8,104.67,75.68,3.922,4.57,2.36,1844.6
2023-02-28,1844.6,104.87,77.05,3.928,4.57,2.43,1853.2
2023-03-01,1853.2,104.48,77.69,3.994,4.58,2.44,1848.4
2023-03-02,1848.4,105.03,78.16,4.062,4.57,2.48,1862.5
2023-03-03,1862.5,104.52,79.68,3.958,4.57,2.52,1862.5
2023-03-06,1862.5,104.35,80.46,3.964,4.57,2.49,1827.8
2023-03-07,1827.8,105.61,77.58,3.97,4.57,2.38,1826.5
2023-03-08,1826.5,105.66,76.66,3.989,4.57,2.32,1842.5
2023-03-09,1842.5,105.31,75.72,3.907,4.57,2.3,1875.1
2023-03-10,1875.1,104.58,76.68,3.704,4.57,2.26,1924.2
2023-03-13,1924.2,103.6,74.8,3.545,4.58,2.24,1918.6
2023-03-14,1918.6,103.6,71.33,3.685,4.58,2.31,1939.2
2023-03-15,1939.2,104.65,67.61,3.462,4.58,2.29,1930.8
2023-03-16,1930.8,104.42,68.35,3.579,4.58,2.22,1981.3
2023-03-17,1981.3,103.71,66.74,3.438,4.58,2.1,1991.0
2023-03-20,1991.0,103.28,67.64,3.483,4.58,2.14,1949.5
2023-03-21,1949.5,103.26,69.33,3.608,4.58,2.23,1957.8
2023-03-22,1957.8,102.35,70.9,3.451,4.58,2.28,2004.1
2023-03-23,2004.1,102.53,69.96,3.414,4.83,2.19,1992.4
2023-03-24,1992.4,103.12,69.26,3.372,4.83,2.22,1962.2
2023-03-27,1962.2,102.86,72.81,3.539,4.83,2.24,1981.4
2023-03-28,1981.4,102.43,73.2,3.572,4.83,2.31,1975.2
2023-03-29,1975.2,102.64,72.97,3.566,4.83,2.33,1997.7
2023-03-30,1997.7,102.14,74.37,3.547,4.83,2.34,1986.2
2023-03-31,1986.2,102.51,75.67,3.473,4.83,2.32,2000.4
2023-04-03,2000.4,102.09,80.42,3.415,4.83,2.29,2038.2
2023-04-04,2038.2,101.59,80.71,3.339,4.83,2.25,2035.6
2023-04-05,2035.6,101.85,80.61,3.309,4.83,2.23,2026.4
2023-04-06,2026.4,101.82,80.7,3.303,4.83,2.24,2022.7
2023-04-10,2003.8,102.58,79.74,3.415,4.83,2.27,2019.0
2023-04-11,2019.0,102.2,81.53,3.432,4.83,2.29,2024.9
2023-04-12,2024.9,101.5,83.26,3.4,4.83,2.27,2055.3
2023-04-13,2055.3,101.01,82.16,3.449,4.83,2.29,2015.8
2023-04-14,2015.8,101.55,82.52,3.515,4.83,2.3,2007.0
2023-04-17,2007.0,102.1,80.83,3.606,4.83,2.32,2019.7
2023-04-18,2019.7,101.75,80.86,3.578,4.83,2.28,2007.3
2023-04-19,2007.3,101.97,79.16,3.591,4.83,2.28,2019.1
2023-04-20,2019.1,101.84,77.29,3.536,4.83,2.26,1990.5
2023-04-21,1990.5,101.82,77.87,3.568,4.83,2.28,1999.8
2023-04-24,1999.8,101.35,78.76,3.496,4.83,2.28,2004.5
2023-04-25,2004.5,101.86,77.07,3.4,4.83,2.25,1996.0
2023-04-26,1996.0,101.47,74.3,3.445,4.83,2.25,2008.1
2023-04-27,2008.1,101.5,74.76,3.528,4.83,2.27,2008.6
2023-04-28,2008.6,101.66,76.78,3.433,4.83,2.18,2002.0
2023-05-01,2002.0,102.15,75.66,3.57,4.83,2.23,2033.2
2023-05-02,2033.2,101.96,71.66,3.433,4.83,2.2,2046.9
2023-05-03,2046.9,101.34,68.6,3.364,4.83,2.2,2065.6
2023-05-04,2065.6,101.4,68.56,3.377,5.08,2.19,2034.7
2023-05-05,2034.7,101.21,71.34,3.435,5.08,2.21,2043.2
2023-05-08,2043.2,101.38,73.16,3.507,5.08,2.23,2052.9
2023-05-09,2052.9,101.61,73.71,3.522,5.08,2.23,2047.0
2023-05-10,2047.0,101.48,72.56,3.439,5.08,2.17,2030.4
2023-05-11,2030.4,102.06,70.87,3.386,5.08,2.16,2029.7
2023-05-12,2029.7,102.68,70.04,3.463,5.08,2.18,2032.6
2023-05-15,2032.6,102.43,71.11,3.507,5.08,2.19,2002.8
2023-05-16,2002.8,102.56,70.86,3.541,5.08,2.19,1994.6
2023-05-17,1994.6,102.88,72.83,3.572,5.08,2.22,1969.4
2023-05-18,1969.4,103.58,71.86,3.651,5.08,2.23,1991.2
2023-05-19,1991.2,103.2,71.55,3.682,5.08,2.24,1986.7
2023-05-22,1986.7,103.2,71.99,3.719,5.08,2.24,1984.0
2023-05-23,1984.0,103.49,72.91,3.698,5.08,2.26,1974.1
2023-05-24,1974.1,103.89,74.34,3.744,5.08,2.25,1953.2
2023-05-25,1953.2,104.25,71.83,3.823,5.08,2.25,1954.0
2023-05-26,1954.0,104.21,72.67,3.81,5.08,2.23,1977.1
2023-05-30,1977.1,104.17,69.46,3.694,5.08,2.22,1982.1
2023-05-31,1982.1,104.33,68.09,3.646,5.08,2.18,1995.5
2023-06-01,1995.5,103.56,70.1,3.601,5.08,2.16,1969.6
2023-06-02,1969.6,104.01,71.74,3.698,5.08,2.18,1974.3
2023-06-05,1974.3,104.0,72.15,3.689,5.08,2.19,1981.5
2023-06-06,1981.5,104.13,71.74,3.677,5.08,2.2,1958.4
2023-06-07,1958.4,104.1,72.53,3.793,5.08,2.21,1978.6
2023-06-08,1978.6,103.34,71.29,3.718,5.08,2.2,1977.2
2023-06-09,1977.2,103.56,70.17,3.743,5.08,2.2,1969.7
2023-06-12,1969.7,103.65,67.12,3.743,5.08,2.17,1958.6
2023-06-13,1958.6,103.34,69.42,3.827,5.08,2.2,1968.9
2023-06-14,1968.9,102.95,68.27,3.79,5.08,2.21,1970.7
2023-06-15,1970.7,102.11,70.62,3.72,5.07,2.21,1971.2
2023-06-16,1971.2,102.24,71.78,3.767,5.08,2.22,1947.7
2023-06-20,1947.7,102.54,70.5,3.719,5.07,2.22,1944.9
2023-06-21,1944.9,102.07,72.53,3.727,5.07,2.21,1923.7
2023-06-22,1923.7,102.39,69.51,3.797,5.07,2.24,1929.6
2023-06-23,1929.6,102.9,69.16,3.737,5.07,2.21,1933.8
2023-06-26,1933.8,102.69,69.37,3.723,5.07,2.18,1923.8
2023-06-27,1923.8,102.49,67.7,3.772,5.07,2.2,1922.2
2023-06-28,1922.2,102.9,69.56,3.714,5.07,2.18,1926.6
2023-06-29,1926.6,103.34,69.86,3.842,5.07,2.2,1938.3
2023-06-30,1938.3,102.91,70.64,3.841,5.08,2.22,1938.7
2023-07-03,1938.7,102.96,69.79,3.858,5.08,2.25,1927.1
2023-07-05,1936.4,103.37,71.79,3.934,5.08,2.26,1924.8
2023-07-06,1924.8,103.07,71.8,4.031,5.08,2.27,1941.9
2023-07-07,1941.9,102.27,73.86,4.066,5.08,2.27,1940.4
2023-07-10,1940.4,101.97,72.99,4.0,5.07,2.25,1946.7
2023-07-11,1946.7,101.73,74.83,3.978,5.08,2.24,1971.4
2023-07-12,1971.4,100.52,75.75,3.861,5.08,2.26,1973.4
2023-07-13,1973.4,99.77,76.89,3.767,5.08,2.24,1974.0
2023-07-14,1974.0,99.91,75.42,3.83,5.08,2.24,1966.0
2023-07-17,1966.0,99.84,74.15,3.809,5.08,2.25,1990.3
2023-07-18,1990.3,99.94,75.75,3.789,5.08,2.23,1990.3
2023-07-19,1990.3,100.28,75.35,3.748,5.08,2.22,1980.5
2023-07-20,1980.5,100.88,75.63,3.856,5.08,2.35,1976.2
2023-07-21,1976.2,101.07,77.07,3.837,5.08,2.35,1971.9
2023-07-24,1971.9,101.35,78.74,3.878,5.08,2.38,1973.4
2023-07-25,1973.4,101.35,79.63,3.89,5.08,2.39,1979.9
2023-07-26,1979.9,100.89,78.78,3.873,5.08,2.36,1955.5
2023-07-27,1955.5,101.77,80.09,4.002,5.33,2.37,1980.0
2023-07-28,1980.0,101.62,80.58,3.957,5.33,2.38,1989.3
2023-07-31,1989.3,101.86,81.8,3.967,5.33,2.37,1959.2
2023-08-01,1959.2,102.3,81.37,4.037,5.33,2.37,1955.5
2023-08-02,1955.5,102.59,79.49,4.09,5.33,2.36,1949.4
2023-08-03,1949.4,102.54,81.55,4.179,5.33,2.37,1956.6
2023-08-04,1956.6,102.02,82.82,4.042,5.33,2.38,1950.5
2023-08-07,1950.5,102.05,81.94,4.097,5.33,2.41,1940.5
2023-08-08,1940.5,102.53,82.92,4.028,5.33,2.36,1931.5
2023-08-09,1931.5,102.49,84.4,4.016,5.33,2.34,1930.0
2023-08-10,1930.0,102.52,82.82,4.107,5.33,2.33,1927.7
2023-08-11,1927.7,102.84,83.19,4.158,5.33,2.36,1925.2
2023-08-14,1925.2,103.19,82.51,4.201,5.33,2.36,1916.5
2023-08-15,1916.5,103.21,80.99,4.219,5.33,2.32,1909.8
2023-08-16,1909.8,103.43,79.38,4.258,5.33,2.32,1896.7
2023-08-17,1896.7,103.57,80.39,4.284,5.33,2.33,1898.1
2023-08-18,1898.1,103.38,81.25,4.251,5.33,2.32,1905.1
2023-08-21,1905.1,103.3,80.72,4.342,5.33,2.34,1908.1
2023-08-22,1908.1,103.56,80.35,4.332,5.33,2.35,1929.9
2023-08-23,1929.9,103.42,78.89,4.196,5.33,2.35,1928.5
2023-08-24,1928.5,103.98,79.05,4.241,5.33,2.32,1921.3
2023-08-25,1921.3,104.08,79.83,4.231,5.33,2.33,1927.9
2023-08-28,1927.9,104.06,80.1,4.206,5.33,2.3,1946.1
2023-08-29,1946.1,103.53,81.16,4.12,5.33,2.29,1963.7
2023-08-30,1963.7,103.16,81.63,4.112,5.33,2.26,1956.6
2023-08-31,1956.6,103.62,83.63,4.106,5.33,2.24,1957.8
2023-09-01,1957.8,104.24,85.55,4.181,5.33,2.26,1952.6
2023-09-05,1943.5,104.81,86.69,4.266,5.33,2.29,1935.0
2023-09-06,1935.0,104.86,87.54,4.296,5.33,2.3,1933.3
2023-09-07,1933.3,105.06,86.87,4.25,5.33,2.32,1933.7
2023-09-08,1933.7,105.09,87.51,4.26,5.33,2.33,1938.2
2023-09-11,1938.2,104.57,87.29,4.294,5.33,2.35,1926.1
2023-09-12,1926.1,104.71,88.84,4.28,5.33,2.34,1923.5
2023-09-13,1923.5,104.77,88.52,4.254,5.33,2.35,1923.7
2023-09-14,1923.7,105.4,90.16,4.286,5.33,2.34,1937.0
2023-09-15,1937.0,105.32,90.77,4.336,5.33,2.35,1944.3
2023-09-18,1944.3,105.2,91.48,4.303,5.33,2.36,1944.5
2023-09-19,1944.5,105.16,91.2,4.365,5.33,2.37,1958.0
2023-09-20,1958.0,105.12,90.28,4.399,5.33,2.35,1930.4
2023-09-21,1930.4,105.36,89.63,4.494,5.33,2.38,1936.3
2023-09-22,1936.3,105.58,90.03,4.438,5.33,2.37,1927.4
2023-09-25,1927.4,106.0,89.68,4.531,5.33,2.37,1910.7
2023-09-26,1910.7,106.23,90.39,4.55,5.33,2.33,1881.7
2023-09-27,1881.7,106.67,93.68,4.608,5.33,2.34,1878.6
2023-09-28,1878.6,106.22,91.71,4.579,5.33,2.39,1866.1
2023-09-29,1866.1,106.22,90.79,4.579,5.33,2.35,1847.2
2023-10-02,1847.2,106.9,88.82,4.685,5.33,2.35,1841.5
2023-10-03,1841.5,107.0,89.23,4.795,5.33,2.36,1834.8
2023-10-04,1834.8,106.8,84.22,4.735,5.33,2.33,1831.8
2023-10-05,1831.8,106.33,82.31,4.721,5.33,2.31,1845.2
2023-10-06,1845.2,106.04,82.79,4.795,5.33,2.31,1864.3
2023-10-10,1875.3,105.82,85.97,4.657,5.33,2.32,1887.3
2023-10-11,1887.3,105.82,83.49,4.558,5.33,2.32,1883.0
2023-10-12,1883.0,106.6,82.91,4.697,5.33,2.34,1941.5
2023-10-13,1941.5,106.65,87.69,4.616,5.33,2.34,1934.3
2023-10-16,1934.3,106.24,86.66,4.7,5.33,2.38,1935.7
2023-10-17,1935.7,106.25,86.66,4.836,5.33,2.41,1968.3
2023-10-18,1968.3,106.57,88.32,4.911,5.33,2.44,1980.5
2023-10-19,1980.5,106.25,89.37,4.99,5.33,2.49,1994.4
2023-10-20,1994.4,106.16,88.75,4.914,5.33,2.47,1987.8
2023-10-23,1987.8,105.54,85.49,4.848,5.33,2.41,1986.1
2023-10-24,1986.1,106.27,83.74,4.819,5.33,2.4,1994.9
2023-10-25,1994.9,106.53,85.39,4.961,5.33,2.43,1997.4
2023-10-26,1997.4,106.6,83.21,4.849,5.33,2.42,1998.5
2023-10-27,1998.5,106.56,85.54,4.845,5.33,2.42,2015.0
2023-10-30,2015.0,106.12,82.31,4.888,5.33,2.44,2004.6
2023-10-31,2004.6,106.66,81.02,4.926,5.33,2.42,1997.8
2023-11-01,1997.8,106.88,80.44,4.734,5.33,2.41,2003.9
2023-11-02,2003.9,106.12,82.46,4.661,5.33,2.4,2009.7
2023-11-03,2009.7,105.02,80.51,4.576,5.33,2.39,1999.3
2023-11-06,1999.3,105.21,80.82,4.647,5.33,2.42,1984.1
2023-11-07,1984.1,105.54,77.37,4.569,5.33,2.39,1968.3
2023-11-08,1968.3,105.59,75.33,4.492,5.33,2.34,1980.3
2023-11-09,1980.3,105.91,75.74,4.632,5.33,2.33,1948.0
2023-11-10,1948.0,105.86,77.17,4.646,5.33,2.32,1960.6
2023-11-13,1960.6,105.63,78.26,4.638,5.33,2.31,1977.0
2023-11-14,1977.0,104.05,78.26,4.453,5.33,2.28,1974.7
2023-11-15,1974.7,104.39,76.66,4.537,5.33,2.31,1997.7
2023-11-16,1997.7,104.35,72.9,4.441,5.33,2.27,1995.1
2023-11-17,1995.1,103.92,75.89,4.439,5.33,2.28,1990.7
2023-11-20,1990.7,103.44,77.6,4.426,5.33,2.3,2012.0
2023-11-21,2012.0,103.57,77.77,4.398,5.33,2.25,2003.4
2023-11-22,2003.4,103.92,77.1,4.408,5.33,2.26,2003.0
2023-11-24,2013.7,103.4,75.54,4.472,5.33,2.26,2023.1
2023-11-27,2023.1,103.2,74.86,4.39,5.33,2.21,2050.5
2023-11-28,2050.5,102.75,76.41,4.325,5.33,2.22,2067.1
2023-11-29,2067.1,102.76,77.86,4.259,5.33,2.21,2057.2
2023-11-30,2057.2,103.5,75.96,4.33,5.33,2.23,2089.7
2023-12-01,2089.7,103.27,74.07,4.209,5.33,2.22,2042.2
2023-12-04,2042.2,103.71,73.04,4.259,5.33,2.21,2036.3
2023-12-05,2036.3,104.05,72.32,4.167,5.33,2.17,2047.9
2023-12-06,2047.9,104.15,69.38,4.114,5.33,2.14,2046.4
2023-12-07,2046.4,103.54,69.34,4.148,5.33,2.17,2014.5
2023-12-08,2014.5,104.01,71.23,4.229,5.33,2.21,1993.7
2023-12-11,1993.7,104.1,71.32,4.237,5.33,2.19,1993.2
2023-12-12,1993.2,103.86,68.61,4.21,5.33,2.16,1997.3
2023-12-13,1997.3,102.87,69.47,4.024,5.33,2.16,2044.9
2023-12-14,2044.9,101.96,71.58,3.921,5.33,2.22,2035.7
2023-12-15,2035.7,102.55,71.43,3.915,5.33,2.22,2040.5
2023-12-18,2040.5,102.56,72.47,3.935,5.33,2.21,2052.1
2023-12-19,2052.1,102.17,73.44,3.931,5.33,2.19,2047.7
2023-12-20,2047.7,102.41,74.22,3.853,5.33,2.19,2051.3
2023-12-21,2051.3,101.84,73.89,3.892,5.33,2.19,2069.1
2023-12-22,2069.1,101.7,73.56,3.901,5.33,2.19,2081.1
2023-12-26,2069.8,101.47,75.57,3.897,5.33,2.18,2093.1
2023-12-27,2093.1,100.99,74.11,3.789,5.33,2.15,2093.1
2023-12-28,2093.1,101.23,71.77,3.846,5.33,2.16,2081.4
2023-12-29,2081.4,101.33,71.65,3.866,5.33,2.16,2066.95
2024-01-02,2083.0,102.2,70.38,3.941,5.33,2.21,2052.5
2024-01-03,2052.5,102.49,72.7,3.92,5.33,2.2,2059.6
2024-01-04,2059.6,102.42,72.19,4.003,5.33,2.22,2059.7
2024-01-05,2059.7,102.41,73.81,4.051,5.33,2.22,2043.2
2024-01-08,2043.2,102.21,70.77,4.027,5.33,2.22,2042.7
2024-01-09,2042.7,102.57,72.24,4.015,5.33,2.22,2037.5
2024-01-10,2037.5,102.36,71.37,4.03,5.33,2.22,2028.9
2024-01-11,2028.9,102.29,72.02,3.975,5.33,2.22,2061.1
2024-01-12,2061.1,102.4,72.68,3.939,5.33,2.27,2030.2
2024-01-16,2039.7,103.36,72.4,4.054,5.33,2.3,2015.9
2024-01-17,2015.9,103.45,72.56,4.106,5.33,2.3,2031.1
2024-01-18,2031.1,103.54,74.08,4.142,5.33,2.34,2038.5
2024-01-19,2038.5,103.29,73.41,4.13,5.33,2.34,2031.5
2024-01-22,2031.5,103.33,75.19,4.107,5.33,2.31,2035.2
2024-01-23,2035.2,103.62,74.37,4.132,5.33,2.29,2025.4
2024-01-24,2025.4,103.24,75.09,4.18,5.33,2.3,2027.1
2024-01-25,2027.1,103.57,77.36,4.12,5.33,2.29,2026.6
2024-01-26,2026.6,103.43,78.01,4.139,5.33,2.3,2034.9
2024-01-29,2034.9,103.61,76.78,4.076,5.33,2.3,2050.9
2024-01-30,2050.9,103.4,77.82,4.036,5.33,2.26,2067.4
2024-01-31,2067.4,103.27,75.85,3.918,5.33,2.26,2071.1
2024-02-01,2071.1,103.05,73.82,3.882,5.33,2.19,2053.7
2024-02-02,2053.7,103.92,72.28,4.024,5.33,2.21,2042.9
